sample_id,whisper_word_position,token_piece_position,whisper_token,start_time_wav_s,end_time_wav_s,start_time_source_s,end_time_source_s,duration_s,probability,automatic_flags
-dxfTGcXJoc$_$0,47,1,information,20.02,20.02,20.02,20.02,0.0,0.7625270485877991,nonpositive_duration
-dxfTGcXJoc$_$0,48,1,visit,20.02,20.34,20.02,20.34,0.3200000000000003,0.33407917618751526,
-dxfTGcXJoc$_$0,49,1,www,20.34,20.34,20.34,20.34,0.0,0.4434071183204651,nonpositive_duration
-dxfTGcXJoc$_$0,50,1,fema,20.34,20.34,20.34,20.34,0.0,0.519984133541584,nonpositive_duration
-dxfTGcXJoc$_$0,51,1,gov,20.34,20.38,20.34,20.38,0.03999999999999915,0.8363764882087708,
-dxfTGcXJoc$_$2,1,1,An,0.0,0.62,0.0,0.62,0.62,0.952364444732666,
-dxfTGcXJoc$_$2,2,1,estimated,0.62,1.16,0.62,1.16,0.5399999999999999,0.998588502407074,
-dxfTGcXJoc$_$2,3,1,20,1.16,1.64,1.16,1.64,0.48,0.9689627289772034,
-dxfTGcXJoc$_$2,4,1,000,1.64,2.28,1.64,2.28,0.6399999999999999,0.9875012338161469,
-dxfTGcXJoc$_$2,5,1,biotech,2.28,2.82,2.28,2.82,0.54,0.9279576539993286,
-dxfTGcXJoc$_$2,6,1,scientists,2.82,3.52,2.82,3.52,0.7000000000000002,0.9503103494644165,
-dxfTGcXJoc$_$2,7,1,executives,3.9,4.28,3.9,4.28,0.38000000000000034,0.9978227615356445,
-dxfTGcXJoc$_$2,8,1,and,4.82,4.88,4.82,4.88,0.05999999999999961,0.9975307583808899,
-dxfTGcXJoc$_$2,9,1,industry,4.88,5.42,4.88,5.42,0.54,0.9994296431541443,
-dxfTGcXJoc$_$2,10,1,experts,5.42,5.92,5.42,5.92,0.5,0.9994206428527832,
-dxfTGcXJoc$_$2,11,1,from,5.92,6.54,5.92,6.54,0.6200000000000001,0.9306422472000122,
-dxfTGcXJoc$_$2,12,1,more,6.54,6.74,6.54,6.74,0.20000000000000018,0.9829806089401245,
-dxfTGcXJoc$_$2,13,1,than,6.74,6.94,6.74,6.94,0.20000000000000018,0.9978195428848267,
-dxfTGcXJoc$_$2,14,1,50,6.94,7.22,6.94,7.22,0.27999999999999936,0.9555700421333313,
-dxfTGcXJoc$_$2,15,1,nations,7.22,7.7,7.22,7.7,0.4800000000000004,0.997530996799469,
-dxfTGcXJoc$_$2,16,1,were,7.7,8.2,7.7,8.2,0.4999999999999991,0.9387115240097046,
-dxfTGcXJoc$_$2,17,1,at,8.2,8.48,8.2,8.48,0.28000000000000114,0.9974229335784912,
-dxfTGcXJoc$_$2,18,1,the,8.48,8.66,8.48,8.66,0.17999999999999972,0.9953755140304565,
-dxfTGcXJoc$_$2,19,1,bio,8.66,8.9,8.66,8.9,0.2400000000000002,0.28713300824165344,
-dxfTGcXJoc$_$2,20,1,conference,8.9,9.4,8.9,9.4,0.5,0.6051831841468811,
-dxfTGcXJoc$_$2,21,1,to,9.4,9.74,9.4,9.74,0.33999999999999986,0.9952569603919983,
-dxfTGcXJoc$_$2,22,1,learn,9.74,10.0,9.74,10.0,0.2599999999999998,0.9979599714279175,
-dxfTGcXJoc$_$2,23,1,about,10.0,10.38,10.0,10.38,0.3800000000000008,0.9972270131111145,
-dxfTGcXJoc$_$2,24,1,the,10.38,10.56,10.38,10.56,0.17999999999999972,0.995932400226593,
-dxfTGcXJoc$_$2,25,1,latest,10.56,10.84,10.56,10.84,0.27999999999999936,0.9983164072036743,
-dxfTGcXJoc$_$2,26,1,scientific,10.84,11.38,10.84,11.38,0.5400000000000009,0.9992875456809998,
-dxfTGcXJoc$_$2,27,1,advances,11.38,11.98,11.38,11.98,0.5999999999999996,0.9982201457023621,
-dxfTGcXJoc$_$2,28,1,and,11.98,12.64,11.98,12.64,0.6600000000000001,0.6906003952026367,
-dxfTGcXJoc$_$2,29,1,to,12.64,12.76,12.64,12.76,0.11999999999999922,0.9702901840209961,
-dxfTGcXJoc$_$2,30,1,exchange,12.76,13.26,12.76,13.26,0.5,0.9980106949806213,
-dxfTGcXJoc$_$2,31,1,ideas,13.26,13.78,13.26,13.78,0.5199999999999996,0.999262273311615,
-dxfTGcXJoc$_$2,32,1,and,13.78,14.3,13.78,14.3,0.5200000000000014,0.9746407270431519,
-dxfTGcXJoc$_$2,33,1,establish,14.3,14.7,14.3,14.7,0.3999999999999986,0.9866229891777039,
-dxfTGcXJoc$_$2,34,1,business,14.7,15.18,14.7,15.18,0.4800000000000004,0.9969882369041443,
-dxfTGcXJoc$_$2,35,1,relationships,15.18,15.84,15.18,15.84,0.6600000000000001,0.992405116558075,
-dxfTGcXJoc$_$6,1,1,Kentucky's,0.0,0.94,0.0,0.94,0.94,0.9299462735652924,
-dxfTGcXJoc$_$6,2,1,participation,0.94,1.54,0.94,1.54,0.6000000000000001,0.9974910020828247,
-dxfTGcXJoc$_$6,3,1,at,1.54,1.98,1.54,1.98,0.43999999999999995,0.9870469570159912,
-dxfTGcXJoc$_$6,4,1,the,1.98,2.16,1.98,2.16,0.18000000000000016,0.9955833554267883,
-dxfTGcXJoc$_$6,5,1,annual,2.16,2.62,2.16,2.62,0.45999999999999996,0.8764913082122803,
-dxfTGcXJoc$_$6,6,1,Bio,2.62,2.98,2.62,2.98,0.3599999999999999,0.8233585953712463,
-dxfTGcXJoc$_$6,7,1,International,2.98,3.6,2.98,3.6,0.6200000000000001,0.6399974972009659,
-dxfTGcXJoc$_$6,8,1,Convention,3.6,4.08,3.6,4.08,0.48,0.9239956140518188,
-dxfTGcXJoc$_$6,9,1,is,4.08,4.9,4.08,4.9,0.8200000000000003,0.9768711924552917,
-dxfTGcXJoc$_$6,10,1,the,4.9,5.14,4.9,5.14,0.23999999999999932,0.995815098285675,
-dxfTGcXJoc$_$6,11,1,primary,5.14,5.56,5.14,5.56,0.41999999999999993,0.9961367249488831,
-dxfTGcXJoc$_$6,12,1,means,5.56,6.1,5.56,6.1,0.54,0.9985356330871582,
-dxfTGcXJoc$_$6,13,1,by,6.1,6.4,6.1,6.4,0.3000000000000007,0.9965864419937134,
-dxfTGcXJoc$_$6,14,1,which,6.4,6.72,6.4,6.72,0.3199999999999994,0.9995960593223572,
-dxfTGcXJoc$_$6,15,1,our,6.72,7.12,6.72,7.12,0.40000000000000036,0.9948315620422363,
-dxfTGcXJoc$_$6,16,1,high,7.12,7.38,7.12,7.38,0.2599999999999998,0.9670484662055969,
-dxfTGcXJoc$_$6,17,1,tech,7.38,7.62,7.38,7.62,0.2400000000000002,0.9410685002803802,
-dxfTGcXJoc$_$6,18,1,companies,7.62,8.1,7.62,8.1,0.47999999999999954,0.9981856942176819,
-dxfTGcXJoc$_$6,19,1,and,8.1,8.36,8.1,8.36,0.2599999999999998,0.9935042262077332,
-dxfTGcXJoc$_$6,20,1,institutions,8.36,8.9,8.36,8.9,0.5400000000000009,0.9967420697212219,
-dxfTGcXJoc$_$6,21,1,can,8.9,9.52,8.9,9.52,0.6199999999999992,0.9892459511756897,
-dxfTGcXJoc$_$6,22,1,reach,9.52,9.8,9.52,9.8,0.28000000000000114,0.9990812540054321,
-dxfTGcXJoc$_$6,23,1,out,9.8,10.12,9.8,10.12,0.3199999999999985,0.9965640902519226,
-dxfTGcXJoc$_$6,24,1,to,10.12,10.38,10.12,10.38,0.26000000000000156,0.9964259266853333,
-dxfTGcXJoc$_$6,25,1,the,10.38,10.52,10.38,10.52,0.1399999999999988,0.9979106783866882,
-dxfTGcXJoc$_$6,26,1,global,10.52,10.82,10.52,10.82,0.3000000000000007,0.994841992855072,
-dxfTGcXJoc$_$6,27,1,scientific,10.82,11.4,10.82,11.4,0.5800000000000001,0.9958946704864502,
-dxfTGcXJoc$_$6,28,1,community,11.4,11.9,11.4,11.9,0.5,0.9990829229354858,
-egA8-b7-3M$_$26,1,1,We,0.0,0.6,0.0,0.6,0.6,0.8038239479064941,
-egA8-b7-3M$_$26,2,1,are,0.6,0.7,0.6,0.7,0.09999999999999998,0.40465039014816284,
-egA8-b7-3M$_$26,3,1,updating,0.7,1.08,0.7,1.08,0.3800000000000001,0.9720376133918762,
-egA8-b7-3M$_$26,4,1,it,1.08,1.3,1.08,1.3,0.21999999999999997,0.8832579255104065,
-egA8-b7-3M$_$26,5,1,all,1.3,1.52,1.3,1.52,0.21999999999999997,0.9910500049591064,
-egA8-b7-3M$_$26,6,1,the,1.52,1.68,1.52,1.68,0.15999999999999992,0.9489180445671082,
-egA8-b7-3M$_$26,7,1,time,1.68,2.04,1.68,2.04,0.3600000000000001,0.9989334940910339,
-egA8-b7-3M$_$26,8,1,and,2.04,2.58,2.04,2.58,0.54,0.8036439418792725,
-egA8-b7-3M$_$26,9,1,looking,2.58,2.86,2.58,2.86,0.2799999999999998,0.895165741443634,
-egA8-b7-3M$_$26,10,1,forward,2.86,3.18,2.86,3.18,0.3200000000000003,0.9941310286521912,
-egA8-b7-3M$_$26,11,1,to,3.18,3.48,3.18,3.48,0.2999999999999998,0.9887464642524719,
-egA8-b7-3M$_$26,12,1,your,3.48,3.7,3.48,3.7,0.2200000000000002,0.9842801094055176,
-egA8-b7-3M$_$26,13,1,comments,3.7,4.12,3.7,4.12,0.41999999999999993,0.9732089042663574,
-egA8-b7-3M$_$26,14,1,on,4.12,4.54,4.12,4.54,0.41999999999999993,0.9750900268554688,
-egA8-b7-3M$_$26,15,1,our,4.54,4.68,4.54,4.68,0.13999999999999968,0.9684415459632874,
-egA8-b7-3M$_$26,16,1,videos,4.68,5.06,4.68,5.06,0.3799999999999999,0.9641200304031372,
-egA8-b7-3M$_$17,1,1,As,0.0,0.7,0.0,0.7,0.7,0.8122665286064148,
-egA8-b7-3M$_$17,2,1,you,0.7,0.88,0.7,0.88,0.18000000000000005,0.998909592628479,
-egA8-b7-3M$_$17,3,1,have,0.88,1.1,0.88,1.1,0.22000000000000008,0.996624231338501,
-egA8-b7-3M$_$17,4,1,more,1.1,1.34,1.1,1.34,0.24,0.9986135959625244,
-egA8-b7-3M$_$17,5,1,experience,1.34,2.02,1.34,2.02,0.6799999999999999,0.995516836643219,
-egA8-b7-3M$_$17,6,1,you,3.24,3.32,3.24,3.32,0.07999999999999963,0.9769055843353271,
-egA8-b7-3M$_$17,7,1,have,3.32,3.5,3.32,3.5,0.18000000000000016,0.9035397171974182,
-egA8-b7-3M$_$17,8,1,more,3.5,3.76,3.5,3.76,0.2599999999999998,0.9960659146308899,
-egA8-b7-3M$_$17,9,1,times,3.76,4.14,3.76,4.14,0.3799999999999999,0.837780237197876,
-egA8-b7-3M$_$17,10,1,exhibiting,4.14,4.7,4.14,4.7,0.5600000000000005,0.985105037689209,
-egA8-b7-3M$_$17,11,1,you,5.16,5.36,5.16,5.36,0.20000000000000018,0.993219792842865,
-egA8-b7-3M$_$17,12,1,get,5.36,5.52,5.36,5.52,0.15999999999999925,0.9969622492790222,
-egA8-b7-3M$_$17,13,1,to,5.52,5.66,5.52,5.66,0.14000000000000057,0.9991440773010254,
-egA8-b7-3M$_$17,14,1,know,5.66,5.86,5.66,5.86,0.20000000000000018,0.9993553757667542,
-egA8-b7-3M$_$17,15,1,more,5.86,6.08,5.86,6.08,0.21999999999999975,0.9992635846138,
-egA8-b7-3M$_$17,16,1,people,6.08,6.42,6.08,6.42,0.33999999999999986,0.9996341466903687,
-egA8-b7-3M$_$18,1,1,It,0.0,0.62,0.0,0.62,0.62,0.7268560528755188,
-egA8-b7-3M$_$18,2,1,becomes,0.62,1.04,0.62,1.04,0.42000000000000004,0.9885627031326294,
-egA8-b7-3M$_$18,3,1,easier,1.04,1.7,1.04,1.7,0.6599999999999999,0.9974601864814758,
-egA8-b7-3M$_$18,4,1,at,1.7,2.04,1.7,2.04,0.3400000000000001,0.9802156090736389,
-egA8-b7-3M$_$18,5,1,each,2.04,2.28,2.04,2.28,0.23999999999999977,0.9969612956047058,
-egA8-b7-3M$_$18,6,1,one,2.28,2.54,2.28,2.54,0.26000000000000023,0.9931913018226624,
-egA8-b7-3M$_$18,7,1,of,2.54,2.68,2.54,2.68,0.14000000000000012,0.9970695972442627,
-egA8-b7-3M$_$18,8,1,these,2.68,2.86,2.68,2.86,0.17999999999999972,0.9929938912391663,
-egA8-b7-3M$_$18,9,1,conferences,2.86,3.42,2.86,3.42,0.56,0.9882297515869141,
-egA8-b7-3M$_$18,10,1,to,3.42,4.22,3.42,4.22,0.7999999999999998,0.9607798457145691,
-egA8-b7-3M$_$18,11,1,connect,4.22,4.54,4.22,4.54,0.3200000000000003,0.9977315068244934,
-egA8-b7-3M$_$18,12,1,with,4.54,4.78,4.54,4.78,0.2400000000000002,0.9960099458694458,
-egA8-b7-3M$_$18,13,1,people,4.78,5.12,4.78,5.12,0.33999999999999986,0.9955230951309204,
-egA8-b7-3M$_$18,14,1,that,5.12,5.36,5.12,5.36,0.2400000000000002,0.9185660481452942,
-egA8-b7-3M$_$18,15,1,you've,5.36,5.62,5.36,5.62,0.2599999999999998,0.9568167626857758,
-egA8-b7-3M$_$18,16,1,met,5.62,5.88,5.62,5.88,0.2599999999999998,0.9981405735015869,
-egA8-b7-3M$_$18,17,1,or,5.88,6.5,5.88,6.5,0.6200000000000001,0.8497495055198669,
-egA8-b7-3M$_$18,18,1,that,6.5,6.68,6.5,6.68,0.17999999999999972,0.98544842004776,
-egA8-b7-3M$_$18,19,1,you're,6.68,6.84,6.68,6.84,0.16000000000000014,0.9772046804428101,
-egA8-b7-3M$_$18,20,1,doing,6.84,7.06,6.84,7.06,0.21999999999999975,0.9982206225395203,
-egA8-b7-3M$_$18,21,1,business,7.06,7.44,7.06,7.44,0.3800000000000008,0.9966369867324829,
-egA8-b7-3M$_$18,22,1,with,7.44,7.78,7.44,7.78,0.33999999999999986,0.9966899156570435,
-egA8-b7-3M$_$16,1,1,Third,0.0,0.74,0.0,0.74,0.74,0.9280186891555786,
-egA8-b7-3M$_$16,2,1,another,0.98,1.16,0.98,1.16,0.17999999999999994,0.98619544506073,
-egA8-b7-3M$_$16,3,1,big,1.16,1.48,1.16,1.48,0.32000000000000006,0.9792770743370056,
-egA8-b7-3M$_$16,4,1,benefit,1.48,1.9,1.48,1.9,0.41999999999999993,0.9974119067192078,
-egA8-b7-3M$_$16,5,1,of,1.9,2.1,1.9,2.1,0.20000000000000018,0.9918038845062256,
-egA8-b7-3M$_$16,6,1,exhibiting,2.1,2.52,2.1,2.52,0.41999999999999993,0.9878749251365662,
-egA8-b7-3M$_$16,7,1,is,2.52,2.9,2.52,2.9,0.3799999999999999,0.972877025604248,
-egA8-b7-3M$_$16,8,1,connecting,2.9,3.32,2.9,3.32,0.41999999999999993,0.9952438473701477,
-egA8-b7-3M$_$16,9,1,with,3.32,3.68,3.32,3.68,0.3600000000000003,0.9966894388198853,
-egA8-b7-3M$_$16,10,1,existing,3.68,4.1,3.68,4.1,0.4199999999999995,0.9738546013832092,
-egA8-b7-3M$_$16,11,1,clients,4.1,4.64,4.1,4.64,0.54,0.998139500617981,
-egA8-b7-3M$_$13,1,1,What,0.0,0.64,0.0,0.64,0.64,0.7660927772521973,
-egA8-b7-3M$_$13,2,1,are,0.64,0.74,0.64,0.74,0.09999999999999998,0.9812381863594055,
-egA8-b7-3M$_$13,3,1,you,0.74,0.86,0.74,0.86,0.12,0.9958930015563965,
-egA8-b7-3M$_$13,4,1,doing,0.86,1.1,0.86,1.1,0.2400000000000001,0.9988033771514893,
-egA8-b7-3M$_$13,5,1,that's,1.1,1.38,1.1,1.38,0.2799999999999998,0.9115473031997681,
-egA8-b7-3M$_$13,6,1,different,1.38,1.66,1.38,1.66,0.28,0.9989423155784607,
-egA8-b7-3M$_$13,7,1,They,2.22,2.46,2.22,2.46,0.23999999999999977,0.9806093573570251,
-egA8-b7-3M$_$13,8,1,always,2.46,2.7,2.46,2.7,0.2400000000000002,0.9962674975395203,
-egA8-b7-3M$_$13,9,1,want,2.7,2.96,2.7,2.96,0.2599999999999998,0.7879210114479065,
-egA8-b7-3M$_$13,10,1,an,2.96,3.1,2.96,3.1,0.14000000000000012,0.9900802969932556,
-egA8-b7-3M$_$13,11,1,answer,3.1,3.42,3.1,3.42,0.31999999999999984,0.9986605644226074,
-egA8-b7-3M$_$1,1,1,I,0.0,0.66,0.0,0.66,0.66,0.45274975895881653,
-egA8-b7-3M$_$1,2,1,have,0.66,0.9,0.66,0.9,0.24,0.9007202982902527,
-egA8-b7-3M$_$1,3,1,started,0.9,1.56,0.9,1.56,0.66,0.9872822165489197,
-egA8-b7-3M$_$1,4,1,a,1.56,1.84,1.56,1.84,0.28,0.9829943180084229,
-egA8-b7-3M$_$1,5,1,successful,1.84,2.3,1.84,2.3,0.45999999999999974,0.9963223934173584,
-egA8-b7-3M$_$1,6,1,legal,2.3,2.64,2.3,2.64,0.3400000000000003,0.8559045791625977,
-egA8-b7-3M$_$1,7,1,nurse,2.64,2.96,2.64,2.96,0.31999999999999984,0.9518594741821289,
-egA8-b7-3M$_$1,8,1,consulting,2.96,3.46,2.96,3.46,0.5,0.9866867065429688,
-egA8-b7-3M$_$1,9,1,business,3.46,3.92,3.46,3.92,0.45999999999999996,0.9972033500671387,
-egA8-b7-3M$_$1,10,1,in,3.92,4.62,3.92,4.62,0.7000000000000002,0.9856929779052734,
-egA8-b7-3M$_$1,11,1,1989,4.62,5.44,4.62,5.44,0.8200000000000003,0.9963472485542297,
-egA8-b7-3M$_$1,12,1,I,6.24,6.46,6.24,6.46,0.21999999999999975,0.9954302310943604,
-egA8-b7-3M$_$1,13,1,mentor,6.46,6.76,6.46,6.76,0.2999999999999998,0.9952189326286316,
-egA8-b7-3M$_$1,14,1,nurses,6.76,7.22,6.76,7.22,0.45999999999999996,0.9976590871810913,
-egA8-b7-3M$_$1,15,1,who,7.22,7.5,7.22,7.5,0.28000000000000025,0.9907419085502625,
-egA8-b7-3M$_$1,16,1,want,7.5,7.76,7.5,7.76,0.2599999999999998,0.9981864094734192,
-egA8-b7-3M$_$1,17,1,to,7.76,7.94,7.76,7.94,0.1800000000000006,0.9990288019180298,
-egA8-b7-3M$_$1,18,1,become,7.94,8.22,7.94,8.22,0.28000000000000025,0.9980212450027466,
-egA8-b7-3M$_$1,19,1,legal,8.22,8.46,8.22,8.46,0.2400000000000002,0.9839622974395752,
-egA8-b7-3M$_$1,20,1,nurse,8.46,8.8,8.46,8.8,0.33999999999999986,0.9939392805099487,
-egA8-b7-3M$_$1,21,1,consultants,8.8,9.22,8.8,9.22,0.41999999999999993,0.9794819951057434,
-egA8-b7-3M$_$6,1,1,First,0.0,0.8,0.0,0.8,0.8,0.9789327383041382,
-egA8-b7-3M$_$6,2,1,exhibiting,1.06,1.42,1.06,1.42,0.3599999999999999,0.9814960360527039,
-egA8-b7-3M$_$6,3,1,is,1.42,1.72,1.42,1.72,0.30000000000000004,0.9801828861236572,
-egA8-b7-3M$_$6,4,1,a,1.72,1.88,1.72,1.88,0.15999999999999992,0.9930239915847778,
-egA8-b7-3M$_$6,5,1,wonderful,1.88,2.3,1.88,2.3,0.41999999999999993,0.9986978769302368,
-egA8-b7-3M$_$6,6,1,opportunity,2.3,2.9,2.3,2.9,0.6000000000000001,0.9978412389755249,
-egA8-b7-3M$_$6,7,1,to,2.9,3.4,2.9,3.4,0.5,0.9968229532241821,
-egA8-b7-3M$_$6,8,1,network,3.4,3.7,3.4,3.7,0.30000000000000027,0.9969639182090759,
-egA8-b7-3M$_$6,9,1,with,3.7,4.08,3.7,4.08,0.3799999999999999,0.9972503781318665,
-egA8-b7-3M$_$6,10,1,other,4.08,4.44,4.08,4.44,0.3600000000000003,0.9967017769813538,
-egA8-b7-3M$_$6,11,1,legal,4.44,4.82,4.44,4.82,0.3799999999999999,0.9822117686271667,
-egA8-b7-3M$_$6,12,1,vendors,4.82,5.24,4.82,5.24,0.41999999999999993,0.9427509307861328,
-egA8-b7-3M$_$9,1,1,Secondly,0.0,0.96,0.0,0.96,0.96,0.9565009474754333,
-egA8-b7-3M$_$9,2,1,another,1.28,1.52,1.28,1.52,0.24,0.9928634762763977,
-egA8-b7-3M$_$9,3,1,goal,1.52,1.86,1.52,1.86,0.3400000000000001,0.9943445920944214,
-egA8-b7-3M$_$9,4,1,of,1.86,2.02,1.86,2.02,0.15999999999999992,0.9849091172218323,
-egA8-b7-3M$_$9,5,1,exhibiting,2.02,2.42,2.02,2.42,0.3999999999999999,0.9767268896102905,
-egA8-b7-3M$_$9,6,1,is,2.42,2.82,2.42,2.82,0.3999999999999999,0.9895054697990417,
-egA8-b7-3M$_$9,7,1,building,2.82,3.1,2.82,3.1,0.28000000000000025,0.9787498116493225,
-egA8-b7-3M$_$9,8,1,your,3.1,3.46,3.1,3.46,0.3599999999999999,0.9947071671485901,
-egA8-b7-3M$_$9,9,1,company,3.46,3.82,3.46,3.82,0.3599999999999999,0.9968366622924805,
-egA8-b7-3M$_$9,10,1,image,3.82,4.3,3.82,4.3,0.48,0.9860450625419617,
-egA8-b7-3M$_$20,1,1,Now,0.0,0.72,0.0,0.72,0.72,0.8967745900154114,
-egA8-b7-3M$_$20,2,1,you've,0.72,0.98,0.72,0.98,0.26,0.8884506821632385,
-egA8-b7-3M$_$20,3,1,got,0.98,1.12,0.98,1.12,0.14000000000000012,0.9968193769454956,
-egA8-b7-3M$_$20,4,1,a,1.12,1.26,1.12,1.26,0.1399999999999999,0.9959427714347839,
-egA8-b7-3M$_$20,5,1,face,1.26,1.52,1.26,1.52,0.26,0.996157705783844,
-egA8-b7-3M$_$20,6,1,that,1.52,1.76,1.52,1.76,0.24,0.9525067806243896,
-egA8-b7-3M$_$20,7,1,you,1.76,1.9,1.76,1.9,0.1399999999999999,0.9903593063354492,
-egA8-b7-3M$_$20,8,1,can,1.9,2.1,1.9,2.1,0.20000000000000018,0.9914662837982178,
-egA8-b7-3M$_$20,9,1,connect,2.1,2.42,2.1,2.42,0.31999999999999984,0.9966773986816406,
-egA8-b7-3M$_$20,10,1,with,2.42,2.68,2.42,2.68,0.26000000000000023,0.9955815672874451,
-egA8-b7-3M$_$20,11,1,a,2.68,2.84,2.68,2.84,0.1599999999999997,0.9561775922775269,
-egA8-b7-3M$_$20,12,1,voice,2.84,3.14,2.84,3.14,0.30000000000000027,0.9985582232475281,
-egA8-b7-3M$_$20,13,1,and,3.14,4.04,3.14,4.04,0.8999999999999999,0.5858818888664246,
-egA8-b7-3M$_$20,14,1,that,4.04,4.24,4.04,4.24,0.20000000000000018,0.9964522123336792,
-egA8-b7-3M$_$20,15,1,makes,4.24,4.46,4.24,4.46,0.21999999999999975,0.9963132739067078,
-egA8-b7-3M$_$20,16,1,you,4.46,4.68,4.46,4.68,0.21999999999999975,0.9980792999267578,
-egA8-b7-3M$_$20,17,1,closer,4.68,4.98,4.68,4.98,0.3000000000000007,0.9962372779846191,
-egA8-b7-3M$_$20,18,1,to,4.98,5.3,4.98,5.3,0.3199999999999994,0.9985346794128418,
-egA8-b7-3M$_$20,19,1,that,5.3,5.52,5.3,5.52,0.21999999999999975,0.992429792881012,
-egA8-b7-3M$_$20,20,1,client,5.52,5.84,5.52,5.84,0.3200000000000003,0.9960972666740417,
-iRBcNs9oI8$_$3,1,1,is,0.0,0.48,0.0,0.48,0.48,0.5802612900733948,
-iRBcNs9oI8$_$3,2,1,going,0.48,0.68,0.48,0.68,0.20000000000000007,0.9987578392028809,
-iRBcNs9oI8$_$3,3,1,to,0.68,0.84,0.68,0.84,0.15999999999999992,0.9992349147796631,
-iRBcNs9oI8$_$3,4,1,help,0.84,1.06,0.84,1.06,0.22000000000000008,0.9984208345413208,
-iRBcNs9oI8$_$3,5,1,you,1.06,1.32,1.06,1.32,0.26,0.9962186217308044,
-iRBcNs9oI8$_$3,6,1,on,1.32,2.04,1.32,2.04,0.72,0.9951741099357605,
-iRBcNs9oI8$_$3,7,1,your,2.04,2.22,2.04,2.22,0.18000000000000016,0.9976925849914551,
-iRBcNs9oI8$_$3,8,1,tests,2.22,2.66,2.22,2.66,0.43999999999999995,0.8939075469970703,
-iRBcNs9oI8$_$3,9,1,such,3.22,3.48,3.22,3.48,0.2599999999999998,0.9980208873748779,
-iRBcNs9oI8$_$3,10,1,as,3.48,3.7,3.48,3.7,0.2200000000000002,0.9973371624946594,
-iRBcNs9oI8$_$3,11,1,TOEFL,3.7,4.16,3.7,4.16,0.45999999999999996,0.9871434171994528,
-iRBcNs9oI8$_$3,12,1,IELTS,4.4,4.78,4.4,4.78,0.3799999999999999,0.9841676950454712,
-iRBcNs9oI8$_$3,13,1,or,4.84,4.96,4.84,4.96,0.1200000000000001,0.9985378980636597,
-iRBcNs9oI8$_$3,14,1,university,4.96,5.3,4.96,5.3,0.33999999999999986,0.5634418725967407,
-iRBcNs9oI8$_$7,1,1,interview,0.0,0.38,0.0,0.38,0.38,0.7142382264137268,
-iRBcNs9oI8$_$7,2,1,And,1.16,1.44,1.16,1.44,0.28,0.9260126948356628,
-iRBcNs9oI8$_$7,3,1,this,1.44,1.56,1.44,1.56,0.1200000000000001,0.6932659149169922,
-iRBcNs9oI8$_$7,4,1,secret,1.56,1.92,1.56,1.92,0.3599999999999999,0.9960940480232239,
-iRBcNs9oI8$_$7,5,1,will,1.92,2.52,1.92,2.52,0.6000000000000001,0.9939975738525391,
-iRBcNs9oI8$_$7,6,1,also,2.52,2.84,2.52,2.84,0.31999999999999984,0.9945353269577026,
-iRBcNs9oI8$_$7,7,1,help,2.84,3.08,2.84,3.08,0.2400000000000002,0.9985730648040771,
-iRBcNs9oI8$_$7,8,1,you,3.08,3.34,3.08,3.34,0.2599999999999998,0.9939393997192383,
-iRBcNs9oI8$_$7,9,1,if,3.34,3.68,3.34,3.68,0.3400000000000003,0.9607270956039429,
-iRBcNs9oI8$_$7,10,1,you,3.68,3.82,3.68,3.82,0.13999999999999968,0.9879693984985352,
-iRBcNs9oI8$_$7,11,1,ever,3.82,3.98,3.82,3.98,0.16000000000000014,0.5510524809360504,
-iRBcNs9oI8$_$6,1,1,help,0.0,0.18,0.0,0.18,0.18,0.84339439868927,
-iRBcNs9oI8$_$6,2,1,you,0.18,0.32,0.18,0.32,0.14,0.9968319535255432,
-iRBcNs9oI8$_$6,3,1,if,0.32,0.52,0.32,0.52,0.2,0.9715574979782104,
-iRBcNs9oI8$_$6,4,1,you,0.52,0.64,0.52,0.64,0.12,0.9988202452659607,
-iRBcNs9oI8$_$6,5,1,have,0.64,0.76,0.64,0.76,0.12,0.9980766773223877,
-iRBcNs9oI8$_$6,6,1,an,0.76,0.88,0.76,0.88,0.12,0.9958406090736389,
-iRBcNs9oI8$_$6,7,1,English,0.88,1.24,0.88,1.24,0.36,0.9957335591316223,
-iRBcNs9oI8$_$6,8,1,job,1.24,1.7,1.24,1.7,0.45999999999999996,0.964788556098938,
-iRBcNs9oI8$_$6,9,1,interview,1.7,2.38,1.7,2.38,0.6799999999999999,0.9996620416641235,
-iRBcNs9oI8$_$9,1,1,of,0.0,0.36,0.0,0.36,0.36,0.8948835730552673,
-iRBcNs9oI8$_$9,2,1,Power,0.36,1.66,0.36,1.66,1.2999999999999998,0.7613272070884705,
-iRBcNs9oI8$_$9,3,1,Pose,1.66,2.3,1.66,2.3,0.6399999999999999,0.7083793878555298,
-iRBcNs9oI8$_$8,1,1,ever,0.0,0.22,0.0,0.22,0.22,0.9093908667564392,
-iRBcNs9oI8$_$8,2,1,decide,0.22,0.62,0.22,0.62,0.4,0.98044353723526,
-iRBcNs9oI8$_$8,3,1,to,0.62,1.06,0.62,1.06,0.44000000000000006,0.9991948008537292,
-iRBcNs9oI8$_$8,4,1,ask,1.06,1.34,1.06,1.34,0.28,0.9875923991203308,
-iRBcNs9oI8$_$8,5,1,out,1.34,1.66,1.34,1.66,0.31999999999999984,0.9982084035873413,
