sample_id,comparison_operation,official_token_index,official_token,whisper_token_index,whisper_token,critical_token_difference,whisper_start_time_wav_s,whisper_end_time_wav_s,whisper_start_time_source_s,whisper_end_time_source_s,whisper_time_automatic_flags,timestamp_comparison_note
-t217m2on-s$_$7,match,16,you'll,16,you'll,False,6.9,7.1,6.9,7.1,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,17,definitely,17,definitely,False,7.1,7.3,7.1,7.3,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,18,need,18,need,False,7.3,7.86,7.3,7.86,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,19,to,19,to,False,7.86,8.02,7.86,8.02,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,20,see,20,see,False,8.02,8.2,8.02,8.2,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,21,a,21,a,False,8.2,8.34,8.2,8.34,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,22,physician,22,physician,False,8.34,8.78,8.34,8.78,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,23,regarding,23,regarding,False,8.78,9.76,8.78,9.76,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,24,those,24,those,False,9.76,10.1,9.76,10.1,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,25,things,25,things,False,10.1,10.44,10.1,10.44,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,26,it,26,It,False,10.86,10.98,10.86,10.98,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,27,could,27,could,False,10.98,11.14,10.98,11.14,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,28,be,28,be,False,11.14,11.36,11.14,11.36,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,29,something,29,something,False,11.36,11.56,11.36,11.56,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,30,more,30,more,False,11.56,11.94,11.56,11.94,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,31,of,31,of,False,11.94,12.08,11.94,12.08,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,32,a,32,a,False,12.08,12.16,12.08,12.16,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,33,nasal,33,nasal,False,12.16,12.46,12.16,12.46,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,34,infection,34,infection,False,12.46,12.94,12.46,12.94,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,35,or,35,or,False,12.94,13.4,12.94,13.4,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,36,a,36,a,False,13.4,13.52,13.4,13.52,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,37,sinus,37,sinus,False,13.52,13.92,13.52,13.92,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,38,infection,38,infection,False,13.92,14.5,13.92,14.5,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,39,that,39,that,False,14.5,15.28,14.5,15.28,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,40,he,40,he,False,15.28,15.5,15.28,15.5,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,41,would,41,would,False,15.5,15.72,15.5,15.72,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,42,need,42,need,False,15.72,15.92,15.72,15.92,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,43,to,43,to,False,15.92,16.08,15.92,16.08,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,44,deal,44,deal,False,16.08,16.24,16.08,16.24,,Whisper估计时间；原文词时间待MFA步骤
-t217m2on-s$_$7,match,45,with,45,with,False,16.24,16.48,16.24,16.48,,Whisper估计时间；原文词时间待MFA步骤
-tANM6ETl_M$_$3,match,1,The,1,The,False,0.0,0.62,0.0,0.62,,Whisper估计时间；原文词时间待MFA步骤
-tANM6ETl_M$_$3,match,2,first,2,first,False,0.62,0.88,0.62,0.88,,Whisper估计时间；原文词时间待MFA步骤
-tANM6ETl_M$_$3,match,3,place,3,place,False,0.88,1.22,0.88,1.22,,Whisper估计时间；原文词时间待MFA步骤
-tANM6ETl_M$_$3,match,4,is,4,is,False,1.22,1.46,1.22,1.46,,Whisper估计时间；原文词时间待MFA步骤
-tANM6ETl_M$_$3,match,5,either,5,either,False,1.46,1.7,1.46,1.7,,Whisper估计时间；原文词时间待MFA步骤
-tANM6ETl_M$_$3,match,6,you,6,you,False,1.7,1.96,1.7,1.96,,Whisper估计时间；原文词时间待MFA步骤
-tANM6ETl_M$_$3,match,7,have,7,have,False,1.96,2.18,1.96,2.18,,Whisper估计时间；原文词时间待MFA步骤
-tANM6ETl_M$_$3,match,8,a,8,a,False,2.18,2.36,2.18,2.36,,Whisper估计时间；原文词时间待MFA步骤
-tANM6ETl_M$_$3,match,9,prospect,9,prospect,False,2.36,2.76,2.36,2.76,,Whisper估计时间；原文词时间待MFA步骤
-tANM6ETl_M$_$3,match,10,or,10,or,False,2.76,3.02,2.76,3.02,,Whisper估计时间；原文词时间待MFA步骤
-tANM6ETl_M$_$3,match,11,a,11,a,False,3.02,3.12,3.02,3.12,,Whisper估计时间；原文词时间待MFA步骤
-tANM6ETl_M$_$3,match,12,customer,12,customer,False,3.12,3.44,3.12,3.44,,Whisper估计时间；原文词时间待MFA步骤
-tANM6ETl_M$_$3,match,13,who's,13,who's,False,3.44,3.7,3.44,3.7,,Whisper估计时间；原文词时间待MFA步骤
-tANM6ETl_M$_$3,match,14,never,14,never,False,3.7,4.1,3.7,4.1,,Whisper估计时间；原文词时间待MFA步骤
-tANM6ETl_M$_$3,match,15,done,15,done,False,4.1,4.42,4.1,4.42,,Whisper估计时间；原文词时间待MFA步骤
-tANM6ETl_M$_$3,match,16,it,16,it,False,4.42,4.62,4.42,4.62,,Whisper估计时间；原文词时间待MFA步骤
-tANM6ETl_M$_$3,match,17,before,17,before,False,4.62,5.0,4.62,5.0,,Whisper估计时间；原文词时间待MFA步骤
-tANM6ETl_M$_$3,deletion_official,18,or,,,False,,,,,,原文词时间待MFA步骤
-tANM6ETl_M$_$3,match,19,they've,18,They've,False,5.14,5.38,5.14,5.38,,Whisper估计时间；原文词时间待MFA步骤
-tANM6ETl_M$_$3,match,20,never,19,never,False,5.38,5.6,5.38,5.6,,Whisper估计时间；原文词时间待MFA步骤
-tANM6ETl_M$_$3,match,21,tried,20,tried,False,5.6,5.9,5.6,5.9,,Whisper估计时间；原文词时间待MFA步骤
-tANM6ETl_M$_$3,match,22,it,21,it,False,5.9,6.16,5.9,6.16,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$11,insertion_whisper,,,1,So,False,0.0,0.2,0.0,0.2,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$11,match,1,Make,2,make,False,0.2,0.62,0.2,0.62,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$11,match,2,sure,3,sure,False,0.62,0.82,0.62,0.82,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$11,match,3,that,4,that,False,0.82,1.0,0.82,1.0,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$11,substitution,4,your,5,you're,False,1.0,1.18,1.0,1.18,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$11,match,5,using,6,using,False,1.18,1.48,1.18,1.48,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$11,match,6,comps,7,comps,False,1.48,1.94,1.48,1.94,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$11,match,7,that,8,that,False,1.94,2.06,1.94,2.06,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$11,match,8,are,9,are,False,2.06,2.14,2.06,2.14,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$11,deletion_official,9,not,,,True,,,,,,原文词时间待MFA步骤
-tPCytz4rww$_$11,deletion_official,10,larger,,,False,,,,,,原文词时间待MFA步骤
-tPCytz4rww$_$11,match,11,no,10,no,False,2.14,2.32,2.14,2.32,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$11,match,12,larger,11,larger,False,2.32,2.76,2.32,2.76,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$11,match,13,than,12,than,False,2.76,3.84,2.76,3.84,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$11,substitution,14,twelve,13,1,True,3.84,4.06,3.84,4.06,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$11,substitution,15,hundred,14,200,True,4.06,4.32,4.06,4.32,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$11,match,16,square,15,square,False,4.32,4.56,4.32,4.56,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$11,match,17,feet,16,feet,False,4.56,4.82,4.56,4.82,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$11,insertion_whisper,,,17,no,True,4.92,5.0,4.92,5.0,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$11,insertion_whisper,,,18,less,False,5.0,5.2,5.0,5.2,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$10,substitution,1,Say,1,footage,False,0.0,0.34,0.0,0.34,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$10,substitution,2,twenty,2,say,True,0.48,0.72,0.48,0.72,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$10,substitution,3,percent,3,20,True,0.72,1.38,0.72,1.38,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$10,match,4,so,4,So,False,1.38,1.74,1.38,1.74,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$10,match,5,if,5,if,False,1.74,2.02,1.74,2.02,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$10,match,6,you've,6,you've,False,2.02,2.22,2.02,2.22,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$10,match,7,got,7,got,False,2.22,2.34,2.22,2.34,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$10,match,8,a,8,a,False,2.34,2.44,2.34,2.44,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$10,match,9,thousand,9,thousand,False,2.44,2.72,2.44,2.72,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$10,match,10,square,10,square,False,2.72,2.98,2.72,2.98,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$10,match,11,foot,11,foot,False,2.98,3.32,2.98,3.32,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$10,match,12,condo,12,condo,False,3.32,4.02,3.32,4.02,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$10,insertion_whisper,,,13,make,False,4.5,4.54,4.5,4.54,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$10,insertion_whisper,,,14,sure,False,4.54,4.64,4.54,4.64,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,insertion_whisper,,,1,square,False,0.0,0.2,0.0,0.2,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,insertion_whisper,,,2,feet,False,0.2,0.44,0.2,0.44,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,match,1,No,3,no,False,0.6,0.64,0.6,0.64,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,match,2,less,4,less,False,0.64,0.84,0.64,0.84,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,match,3,than,5,than,False,0.84,1.24,0.84,1.24,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,deletion_official,4,eight,,,True,,,,,,原文词时间待MFA步骤
-tPCytz4rww$_$12,substitution,5,hundred,6,800,True,1.24,1.52,1.24,1.52,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,substitution,6,squire,7,square,False,1.52,1.94,1.52,1.94,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,match,7,feet,8,feet,False,1.94,2.3,1.94,2.3,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,match,8,and,9,and,False,2.64,2.68,2.64,2.68,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,match,9,going,10,going,False,2.68,2.74,2.68,2.74,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,match,10,to,11,to,False,2.74,2.82,2.74,2.82,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,deletion_official,11,similar,,,False,,,,,,原文词时间待MFA步骤
-tPCytz4rww$_$12,substitution,12,in,12,be,False,2.82,2.92,2.82,2.92,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,match,13,similar,13,similar,False,2.92,3.38,2.92,3.38,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,match,14,with,14,with,False,3.38,5.68,3.38,5.68,very_long_duration_review,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,match,15,bedrooms,15,bedrooms,False,5.68,6.14,5.68,6.14,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,match,16,and,16,and,False,6.14,6.38,6.14,6.38,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,match,17,bathrooms,17,bathrooms,False,6.38,6.74,6.38,6.74,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,match,18,as,18,as,False,6.74,7.0,6.74,7.0,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,match,19,well,19,well,False,7.0,7.28,7.0,7.28,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,match,20,and,20,and,False,7.92,8.1,7.92,8.1,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,match,21,hopefully,21,hopefully,False,8.1,8.68,8.1,8.68,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,match,22,the,22,the,False,8.68,9.24,8.68,9.24,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,match,23,complexes,23,complexes,False,9.24,9.74,9.24,9.74,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,match,24,have,24,have,False,9.74,10.04,9.74,10.04,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,match,25,similar,25,similar,False,10.04,10.5,10.04,10.5,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$12,match,26,amenities,26,amenities,False,10.5,11.02,10.5,11.02,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$16,match,1,So,1,So,False,0.0,0.72,0.0,0.72,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$16,match,2,make,2,make,False,0.78,1.08,0.78,1.08,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$16,match,3,sure,3,sure,False,1.08,1.34,1.08,1.34,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$16,match,4,to,4,to,False,1.34,1.74,1.34,1.74,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$16,match,5,get,5,get,False,1.74,2.02,1.74,2.02,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$16,match,6,a,6,a,False,2.02,2.16,2.02,2.16,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$16,substitution,7,through,7,thorough,False,2.16,2.52,2.16,2.52,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$16,match,8,or,8,or,False,3.72,3.96,3.72,3.96,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$16,match,9,to,9,to,False,3.96,4.34,3.96,4.34,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$16,match,10,do,10,do,False,4.34,4.54,4.34,4.54,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$16,match,11,a,11,a,False,4.54,4.7,4.54,4.7,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$16,substitution,12,through,12,thorough,False,4.7,5.02,4.7,5.02,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$16,match,13,cleaning,13,cleaning,False,5.02,5.44,5.02,5.44,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$16,match,14,of,14,of,False,5.44,5.92,5.44,5.92,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$16,match,15,the,15,the,False,5.92,6.08,5.92,6.08,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$16,match,16,property,16,property,False,6.08,6.48,6.08,6.48,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$16,insertion_whisper,,,17,if,False,6.48,6.92,6.48,6.92,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$16,insertion_whisper,,,18,you,False,6.92,7.02,6.92,7.02,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$16,insertion_whisper,,,19,need,False,7.02,7.1,7.02,7.1,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,insertion_whisper,,,1,out,False,0.0,0.2,0.0,0.2,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,match,1,Do,2,do,False,0.42,0.66,0.42,0.66,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,match,2,so,3,so,False,0.66,0.98,0.66,0.98,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,match,3,and,4,and,False,1.34,1.62,1.34,1.62,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,match,4,as,5,as,False,1.62,1.76,1.62,1.76,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,match,5,well,6,well,False,1.76,2.06,1.76,2.06,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,match,6,you'll,7,you'll,False,2.28,2.76,2.28,2.76,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,match,7,also,8,also,False,2.76,3.02,2.76,3.02,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,match,8,want,9,want,False,3.02,3.3,3.02,3.3,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,match,9,to,10,to,False,3.3,3.56,3.3,3.56,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,match,10,remove,11,remove,False,3.56,3.88,3.56,3.88,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,match,11,any,12,any,False,3.88,4.1,3.88,4.1,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,match,12,clutter,13,clutter,False,4.1,4.44,4.1,4.44,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,match,13,from,14,from,False,4.44,4.68,4.44,4.68,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,insertion_whisper,,,15,the,False,4.68,4.8,4.68,4.8,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,insertion_whisper,,,16,home,False,4.8,4.96,4.8,4.96,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,match,14,that,17,that,False,4.96,5.14,4.96,5.14,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,match,15,you've,18,you've,False,5.14,5.34,5.14,5.34,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,match,16,accumulated,19,accumulated,False,5.34,5.86,5.34,5.86,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,insertion_whisper,,,20,over,False,5.86,6.54,5.86,6.54,,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,insertion_whisper,,,21,a,False,6.54,6.54,6.54,6.54,nonpositive_duration,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,insertion_whisper,,,22,period,False,6.54,6.54,6.54,6.54,nonpositive_duration,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,insertion_whisper,,,23,of,False,6.54,6.54,6.54,6.54,nonpositive_duration,Whisper估计时间；原文词时间待MFA步骤
-tPCytz4rww$_$18,insertion_whisper,,,24,time,False,6.54,6.54,6.54,6.54,nonpositive_duration,Whisper估计时间；原文词时间待MFA步骤
-vxjVxOeScU$_$4,match,1,You're,1,You're,False,0.0,0.68,0.0,0.68,,Whisper估计时间；原文词时间待MFA步骤
-vxjVxOeScU$_$4,match,2,going,2,going,False,0.68,0.7,0.68,0.7,very_short_duration_review,Whisper估计时间；原文词时间待MFA步骤
-vxjVxOeScU$_$4,match,3,to,3,to,False,0.7,0.82,0.7,0.82,,Whisper估计时间；原文词时间待MFA步骤
-vxjVxOeScU$_$4,match,4,talk,4,talk,False,0.82,1.04,0.82,1.04,,Whisper估计时间；原文词时间待MFA步骤
-vxjVxOeScU$_$4,match,5,about,5,about,False,1.04,1.5,1.04,1.5,,Whisper估计时间；原文词时间待MFA步骤
-vxjVxOeScU$_$4,match,6,their,6,their,False,1.5,2.02,1.5,2.02,,Whisper估计时间；原文词时间待MFA步骤
-vxjVxOeScU$_$4,match,7,life,7,life,False,2.02,2.56,2.02,2.56,,Whisper估计时间；原文词时间待MFA步骤
-vxjVxOeScU$_$4,match,8,their,8,their,False,3.0,3.1,3.0,3.1,,Whisper估计时间；原文词时间待MFA步骤
-vxjVxOeScU$_$4,match,9,marriage,9,marriage,False,3.1,3.78,3.1,3.78,,Whisper估计时间；原文词时间待MFA步骤
-vxjVxOeScU$_$4,match,10,and,10,and,False,4.52,4.82,4.52,4.82,,Whisper估计时间；原文词时间待MFA步骤
-vxjVxOeScU$_$4,match,11,usually,11,usually,False,4.82,5.28,4.82,5.28,,Whisper估计时间；原文词时间待MFA步骤
-vxjVxOeScU$_$4,match,12,how,12,how,False,5.28,5.78,5.28,5.78,,Whisper估计时间；原文词时间待MFA步骤
-vxjVxOeScU$_$4,match,13,amazing,13,amazing,False,5.78,6.2,5.78,6.2,,Whisper估计时间；原文词时间待MFA步骤
-vxjVxOeScU$_$4,match,14,it,14,it,False,6.2,6.52,6.2,6.52,,Whisper估计时间；原文词时间待MFA步骤
-vxjVxOeScU$_$4,match,15,is,15,is,False,6.52,6.74,6.52,6.74,,Whisper估计时间；原文词时间待MFA步骤
-vxjVxOeScU$_$4,match,16,that,16,that,False,6.74,6.94,6.74,6.94,,Whisper估计时间；原文词时间待MFA步骤
-vxjVxOeScU$_$4,match,17,they've,17,they've,False,6.94,7.18,6.94,7.18,,Whisper估计时间；原文词时间待MFA步骤
-vxjVxOeScU$_$4,match,18,stayed,18,stayed,False,7.18,7.4,7.18,7.4,,Whisper估计时间；原文词时间待MFA步骤
-vxjVxOeScU$_$4,match,19,together,19,together,False,7.4,7.84,7.4,7.84,,Whisper估计时间；原文词时间待MFA步骤
-vxjVxOeScU$_$4,match,20,this,20,this,False,7.84,8.1,7.84,8.1,,Whisper估计时间；原文词时间待MFA步骤
-vxjVxOeScU$_$4,match,21,long,21,long,False,8.1,8.46,8.1,8.46,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,1,So,1,So,False,0.4600000000000011,0.8200000000000005,0.4600000000000011,0.8200000000000005,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,2,if,2,if,False,0.8200000000000005,1.18,0.8200000000000005,1.18,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,3,you,3,you,False,1.18,1.3,1.18,1.3,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,4,have,4,have,False,1.3,1.46,1.3,1.46,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,5,a,5,a,False,1.46,1.58,1.46,1.58,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,6,loved,6,loved,False,1.58,1.72,1.58,1.72,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,7,one,7,one,False,1.72,1.96,1.72,1.96,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,8,who,8,who,False,1.96,2.16,1.96,2.16,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,9,is,9,is,False,2.16,2.26,2.16,2.26,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,10,depressed,10,depressed,False,2.26,2.74,2.26,2.74,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,11,those,11,those,False,3.2,3.42,3.2,3.42,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,12,are,12,are,False,3.42,3.56,3.42,3.56,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,13,some,13,some,False,3.56,3.72,3.56,3.72,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,14,of,14,of,False,3.72,3.84,3.72,3.84,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,15,the,15,the,False,3.84,3.96,3.84,3.96,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,16,things,16,things,False,3.96,4.16,3.96,4.16,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,17,that,17,that,False,4.16,4.34,4.16,4.34,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,18,you,18,you,False,4.34,4.5,4.34,4.5,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,19,should,19,should,False,4.5,4.66,4.5,4.66,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,20,think,20,think,False,4.66,4.84,4.66,4.84,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,21,about,21,about,False,4.84,5.08,4.84,5.08,,Whisper估计时间；原文词时间待MFA步骤
-wMB_hJL-3o$_$7,match,22,doing,22,doing,False,5.08,5.42,5.08,5.42,,Whisper估计时间；原文词时间待MFA步骤
-wny0OAz3g8$_$1,insertion_whisper,,,1,to,False,0.0,0.18,0.0,0.18,,Whisper估计时间；原文词时间待MFA步骤
-wny0OAz3g8$_$1,insertion_whisper,,,2,join,False,0.18,0.42,0.18,0.42,,Whisper估计时间；原文词时间待MFA步骤
-wny0OAz3g8$_$1,match,1,And,3,And,False,0.54,0.64,0.54,0.64,,Whisper估计时间；原文词时间待MFA步骤
-wny0OAz3g8$_$1,match,2,because,4,because,False,0.64,0.92,0.64,0.92,,Whisper估计时间；原文词时间待MFA步骤
-wny0OAz3g8$_$1,match,3,they,5,they,False,0.92,1.08,0.92,1.08,,Whisper估计时间；原文词时间待MFA步骤
-wny0OAz3g8$_$1,match,4,couldn't,6,couldn't,False,1.08,1.34,1.08,1.34,,Whisper估计时间；原文词时间待MFA步骤
-wny0OAz3g8$_$1,match,5,join,7,join,False,1.34,1.54,1.34,1.54,,Whisper估计时间；原文词时间待MFA步骤
-wny0OAz3g8$_$1,match,6,unions,8,unions,False,1.54,1.9,1.54,1.9,,Whisper估计时间；原文词时间待MFA步骤
